"","Admission Date","Company Name","ICB Industry","ICB Super-Sector","Country of Incorporation","World Region","Market","International Issuer","Company Market Cap (£m)"
"","11/04/2006","EDGE PERFORMANCE VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","14.33"
"","08/02/1952","EDINBURGH INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,060.37"
"","10/07/1998","EDINBURGH WORLDWIDE INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","607.05"
"","28/10/2014","EDISTON PROPERTY INVESTMENT COMPANY PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","184.71"
"","02/04/2015","EDITA FOOD INDUSTRIES S.A.E.","Consumer Staples ","Food, Beverage and Tobacco ","Egypt","Middle East","MAIN MARKET ","Yes","-"
"","04/04/2005","EENERGY GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","9.1"
"","04/08/1998","EFG-HERMES HOLDING S.A.E.","Financials","Financial Services ","Egypt","Middle East","MAIN MARKET ","Yes","-"
"","17/01/2008","EGDON RESOURCES PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","13.35"
"","06/11/1995","EI GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","1,244.54"
"","23/03/2007","EIH PLC","Financials","Financial Services ","Isle of Man","Europe","AIM ","No","4.89"
"","07/04/2017","EJF INVESTMENTS LTD","Financials","Financial Services ","Jersey","Europe","MAIN MARKET ","No","125.12"
"","07/07/2010","EKF DIAGNOSTICS HOLDINGS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","151.21"
"","22/03/2006","ELECOSOFT PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","63.74"
"","18/02/1976","ELECTRA PRIVATE EQUITY PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","142.03"
"","01/06/1967","ELECTROCOMPONENTS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","2,957.74"
"","01/04/1964","ELEMENTIS PLC","Basic Materials","Chemicals","United Kingdom","Europe","MAIN MARKET ","No","742.48"
"","29/03/2010","EMIS GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","728.08"
"","15/02/2017","EMMERSON PLC","Basic Materials","Basic Resources","Isle of Man","Europe","MAIN MARKET ","No","28.82"
"","30/06/2014","EMPIRIC STUDENT PROPERTY PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","597.13"
"","03/11/2004","EMPRESARIA GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","26.59"
"","27/07/2005","EMPYREAN ENERGY PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","34.02"
"","17/12/2007","ENDEAVOUR INTERNATIONAL CORPORATION","Energy","Energy","United States","North America","MAIN MARKET ","Yes","0.92"
"","16/03/2018","ENERGEAN OIL & GAS PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","1,361.82"
"","02/06/1997","ENERGISER INVESTMENTS PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","1.3"
"","08/11/2017","EN+ GROUP INTERNATIONAL PUBLIC JOINT-STOCK COMPANY","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","-"
"","06/04/2010","ENQUEST PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","405.3"
"","18/05/2012","ENTEQ UPSTREAM PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","15.72"
"","21/09/2017","ENTERTAINMENT AI PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","20.23"
"","21/09/2018","EPE SPECIAL OPPORTUNITIES LIMITED","Financials","Financial Services ","Bermuda","North America","AIM ","Yes","65.41"
"","15/12/2003","EP GLOBAL OPPORTUNITIES TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","124.3"
"","24/07/2014","EPWIN GROUP PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","155.79"
"","20/10/2008","EQTEC PLC","Energy","Energy","Ireland","Europe","AIM ","Yes","6.5"
"","05/08/2014","EQUALS GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","90.19"
"","26/02/2010","EQUATORIAL PALM OIL PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","AIM ","No","2.14"
"","27/10/2015","EQUINITI GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","746.57"
"","15/07/2014","ERGOMED PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","222.64"
"","21/12/2017","ERRIS RESOURCES PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","1.43"
"","08/07/2016","ESCAPE HUNT PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","4.17"
"","29/05/2019","ESSENSYS PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","94.53"
"","06/06/2005","ESSENTRA PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","1,102.72"
"","20/04/2011","ETALON GROUP PLC","Real Estate","Real Estate ","Cyprus","Europe","MAIN MARKET ","Yes","-"
"","28/11/2007","E-THERAPEUTICS PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","10.09"
"","29/06/2017","ETHERNITY NETWORKS LTD","Telecommunications","Telecommunications","Israel","Middle East","AIM ","Yes","13.57"
"","02/10/1996","EURASIA MINING PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","92.93"
"","09/03/2015","EUROCELL PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","263.88"
"","22/01/1990","EUROMONEY INSTITUTIONAL INVESTOR PLC","Consumer Discretionary","Media","United Kingdom","Europe","MAIN MARKET ","No","1,337.21"
"","15/12/2010","EUROPA METALS LTD","Basic Materials","Basic Resources","Australia","Pacific","AIM ","Yes","3.01"
"","11/11/2004","EUROPA OIL & GAS (HOLDINGS) PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","8"
"","18/03/2019","EUROPEAN ASSETS TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","374.33"
"","10/12/2015","EUROPEAN METALS HOLDINGS LIMITED","Basic Materials","Basic Resources","British Virgin Islands","North America","AIM ","Yes","23.16"
"","20/11/2000","EUROPEAN OPPORTUNITIES TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","998.95"
"","17/12/2019","EVERARC HOLDINGS LIMITED","Financials","Financial Services ","British Virgin Islands","North America","MAIN MARKET ","Yes","418.15"
"","07/11/2013","EVERYMAN MEDIA GROUP PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","167.8"
"","18/05/2017","EVE SLEEP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","3.82"
"","21/10/2015","EVGEN PHARMA PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","6.13"
"","08/06/2005","EVRAZ PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","5,119.43"
"","16/05/2016","EVR HOLDINGS PLC","Telecommunications","Telecommunications","United Kingdom","Europe","AIM ","No","63.8"
"","17/12/2009","EXILLON ENERGY PLC","Energy","Energy","Isle of Man","Europe","MAIN MARKET ","No","66.54"
"","11/10/2006","EXPERIAN PLC","Industrials","Industrial Goods and Services","Jersey","Europe","MAIN MARKET ","No","23,950.37"
"","30/06/1999","EZZ STEEL COMPANY - S.A.E.","Basic Materials","Basic Resources","Egypt","Middle East","MAIN MARKET ","Yes","-"
"","12/06/2014","FAIR OAKS INCOME LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","241.25"
"","20/06/2013","FALANX GROUP LIMITED","Industrials","Industrial Goods and Services","British Virgin Islands","North America","AIM ","Yes","5.27"
"","28/03/2013","FALCON OIL & GAS LTD.","Energy","Energy","Canada","North America","AIM ","Yes","113.65"
"","12/07/2017","FANDANGO HOLDINGS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","0.6"
"","11/10/2004","FAR EASTERN NEW CENTURY CORPORATION","Basic Materials","Basic Resources","Taiwan","Asia","ADMISSION TO TRADING ONLY ","Yes","-"
"","13/11/2008","FAR EASTONE TELECOMMUNICATIONS CO LTD","Telecommunications","Telecommunications","Taiwan","Asia","ADMISSION TO TRADING ONLY ","Yes","-"
"","17/11/2015","FARON PHARMACEUTICALS OY","Health Care ","Health Care  ","Finland","Europe","AIM ","Yes","101.73"
"","15/03/2006","FASTFORWARD INNOVATIONS LIMITED","Financials","Financial Services ","Guernsey","Europe","AIM ","No","12.76"
"","06/09/2006","FASTJET PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","6.65"
"","04/05/1995","FBD HOLDINGS PLC","Financials","Insurance","Ireland","Europe","MAIN MARKET ","Yes","245.9"
"","21/03/1952","F&C INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","4,009.97"
"","20/06/2014","FDM GROUP (HOLDINGS) PLC","Technology","Technology","United Kingdom","Europe","MAIN MARKET ","No","1,071.12"
"","31/01/2006","FEDERAL BANK LIMITED (THE)","Financials","Banks","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","28/03/2011","FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY","Utilities","Utilities","Russian Federation","Europe","MAIN MARKET ","Yes","-"
"","31/12/2003","FEEDBACK PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","5.13"
"","23/11/2010","FERGUSON PLC","Industrials","Industrial Goods and Services","Jersey","Europe","MAIN MARKET ","No","15,360.78"
"","20/06/2007","FERREXPO PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","818.78"
"","28/03/2019","FERRO-ALLOY RESOURCES LIMITED","Basic Materials","Basic Resources","Guernsey","Europe","MAIN MARKET ","No","46.95"
"","07/11/2014","FEVERTREE DRINKS PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","AIM ","No","1,597.91"
"","13/06/1996","FIDELITY ASIAN VALUES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","286.45"
"","19/04/2010","FIDELITY CHINA SPECIAL SITUATIONS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,206.28"
"","06/11/1991","FIDELITY EUROPEAN VALUES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,045.12"
"","15/03/1994","FIDELITY JAPAN TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","224.45"
"","17/11/1994","FIDELITY SPECIAL VALUES PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","754.78"
"","13/01/2003","FIH GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","40.39"
"","04/11/2016","FILTA GROUP HOLDINGS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","43.34"
"","24/10/1994","FILTRONIC PLC","Telecommunications","Telecommunications","United Kingdom","Europe","AIM ","No","22.58"
"","14/05/2019","FINABLR PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","578.2"
"","05/12/2018","FINNCAP GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","39.89"
"","23/02/2007","FINSBURY FOOD GROUP PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","AIM ","No","129.08"
"","25/03/1953","FINSBURY GROWTH & INCOME TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,847.98"
"","30/04/2014","FIREANGEL SAFETY TECHNOLOGY GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","11.58"
"","14/08/1998","FIRESTONE DIAMONDS PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","4.67"
"","28/03/2002","FIRST DERIVATIVES PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","752.06"
"","16/06/1995","FIRSTGROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","1,504.64"
"","22/12/2000","FIRST PROPERTY GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","48.56"
"","31/12/1996","FISHER (JAMES) & SONS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","991.58"
"","12/08/1999","FISHGUARD & ROSSLARE RAILWAYS & HARBOURS COMPANY","","","United Kingdom","Europe","MAIN MARKET ","No","-"
"","30/03/2000","FISKE PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","6.9"
"","14/10/2008","FLETCHER KING PLC","Real Estate","Real Estate ","United Kingdom","Europe","AIM ","No","4.01"
"","21/05/2014","FLOWTECH FLUIDPOWER PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","58.89"
"","07/12/2000","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Travel and Leisure","Ireland","Europe","MAIN MARKET ","Yes","6,737.92"
"","11/12/2014","FOCUSRITE PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","427.12"
"","29/04/2015","FONDUL PROPRIETATEA S.A.","Financials","Financial Services ","Romania","Europe","MAIN MARKET ","Yes","-"
"","16/03/1998","FORESIGHT 4 VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","118.11"
"","29/10/2013","FORESIGHT SOLAR FUND LIMITED","Financials","Financial Services ","Jersey","Europe","MAIN MARKET ","No","705.05"
"","02/11/2010","FORESIGHT SOLAR & TECHNOLOGY VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","37.96"
"","17/11/1997","FORESIGHT VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","120.03"
"","21/04/2016","FORTERRA PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","659.45"
"","31/08/2012","FOX MARBLE HOLDINGS PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","6.3"
"","25/09/2013","FOXTONS GROUP PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","228.61"
"","05/09/2016","FRAGRANT PROSPERITY HOLDINGS LIMITED","Financials","Financial Services ","British Virgin Islands","North America","MAIN MARKET ","Yes","0.96"
"","05/08/2016","FRANCHISE BRANDS PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","111.28"
"","02/03/2007","FRASERS GROUP PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","2,459.10"
"","09/05/1983","FRENCH CONNECTION GROUP PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","23.28"
"","28/07/2004","FRENKEL TOPPING GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","34.75"
"","14/05/2008","FRESNILLO PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","4,881.18"
"","15/07/2013","FRONTIER DEVELOPMENTS PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","549.43"
"","31/01/2011","FRONTIER IP GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","33.96"
"","24/12/2009","FULCRUM UTILITY SERVICES LD","Utilities","Utilities","Cayman Islands","North America","AIM ","Yes","53.86"
"","27/08/1996","FULLER, SMITH & TURNER PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","308.51"
"","28/09/2018","FUNDING CIRCLE HOLDINGS PLC","Technology","Technology","United Kingdom","Europe","MAIN MARKET ","No","280.46"
"","25/06/2014","FUNDSMITH EMERGING EQUITIES TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","293.04"
"","18/12/2017","FUSION ANTIBODIES PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","20.43"
"","22/07/2003","FUTURA MEDICAL PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","28.25"
"","25/06/1999","FUTURE PLC","Consumer Discretionary","Media","United Kingdom","Europe","MAIN MARKET ","No","1,254.58"
"","17/08/2006","G3 EXPLORATION LIMITED","Energy","Energy","Cayman Islands","North America","MAIN MARKET ","Yes","17.56"
"","20/07/2004","G4S PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","3,031.82"
"","19/07/2017","GABELLI MERGER PLUS+ TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","67.81"
"","19/02/2015","GABELLI VALUE PLUS+ TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","126.78"
"","15/11/1999","GAIL (INDIA) LD","Energy","Energy","India","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","31/03/2006","GALANTAS GOLD CORPORATION","Basic Materials","Basic Resources","Canada","North America","AIM ","Yes","4.2"
"","28/09/2011","GALILEO RESOURCES PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","2.51"
"","03/01/2020","GALLIFORD TRY HOLDINGS PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","165.71"
"","06/01/2015","GAMA AVIATION PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","36.59"
"","06/10/1994","GAMES WORKSHOP GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","2,167.98"
"","27/09/2019","GAMESYS GROUP PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","805.21"
"","01/08/2013","GAMING REALMS PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","AIM ","No","26.67"
"","10/10/2014","GAMMA COMMUNICATIONS PLC","Telecommunications","Telecommunications","United Kingdom","Europe","AIM ","No","1,326.94"
"","25/11/2013","GAN PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","145.28"
"","08/06/2015","GATELEY (HOLDINGS) PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","245.49"
